dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_000_us,reconstruction_costs_adjusted_000_us,insured_damages_000_us,insured_damages_adjusted_000_us,total_damages_000_us,total_damages_adjusted_000_us,cpi,adm_level,admin1_code,admin2_code,geo_locations,adm1_name,adm2_name,uf,nome_uf,codigo_municipio_completo,nome_municipio
1986-0087-BRA,1986,0087,NA,Natural,Biological,Epidemic,Viral disease,NA,Dengue fever,Brazil,BRA,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1986,8,NA,1986,8,NA,NA,NA,34722,NA,34722,NA,NA,NA,NA,NA,NA,40.450408921933096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-0049-BRA,1986,0049,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Rio Grande Do Sul,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1986,4,NA,1986,4,NA,28,NA,1835,6500,8335,NA,NA,NA,NA,NA,NA,40.450408921933096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-0052-BRA,1987,0052,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Franco Da Rocha district, Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1987,1,26,1987,1,26,95,NA,9000,NA,9000,NA,NA,NA,NA,62000,147856,41.9327356221299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-9103-BRA,1987,9103,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Alagoas, Minas, Bahia, Maranhao, Piaui, Ceara, Rio Grande Do Norte, Paraiba, Pernambuco, Sergipe, Mina Gerais states",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1987,6,NA,1988,NA,NA,NA,NA,750000,NA,750000,NA,NA,NA,NA,NA,NA,41.9327356221299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-0233-BRA,1987,0233,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Minas Gerais,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1987,12,25,1987,12,25,12,NA,1500,NA,1500,NA,NA,NA,NA,NA,NA,41.9327356221299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-0071-BRA,1988,0071,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Baixada Fluminense, Petropolis, Rio de Janeiro, Teresopolis cities (Rio De Janeiro state)",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,2,2,1988,2,2,289,734,3000000,20000,3020734,NA,NA,NA,NA,1000000,2291337,43.6426415919528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-0285-BRA,1988,0285,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pilar, Marechal, Deodoro, Murici, Capela, Atalaia, Vicosa (Alagoas, Pernambuco)",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,7,NA,1988,7,NA,66,NA,50000,NA,50000,NA,NA,NA,NA,30000,68740,43.6426415919528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-0191-BRA,1988,0191,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,Brazil,BRA,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1988,5,NA,1988,5,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6426415919528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-0704-BRA,1988,0704,NA,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Brazil,BRA,South America,Americas,Rio de Janeiro state,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1988,2,NA,1988,2,NA,NA,NA,170,NA,170,NA,NA,NA,NA,NA,NA,43.6426415919528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-9064-BRA,1988,9064,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,2,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6426415919528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-0681-BRA,1988,0681,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1988,NA,NA,1988,NA,NA,300,1000,NA,NA,1000,NA,NA,NA,NA,NA,NA,43.6426415919528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0141-BRA,1989,0141,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Bahia, Minas Gerais, Goias, Tocantins provinces",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,No,No,NA,7072,Km2,NA,NA,NA,Paraquacu river,1989,12,28,1989,12,28,35,NA,200000,NA,200000,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0452-BRA,1989,0452,NA,Natural,Meteorological,Storm,NA,NA,NA,Brazil,BRA,South America,Americas,Ivinhema and Southwestern,NA,Flood,NA,NA,No,No,NA,NA,Kph,NA,NA,NA,NA,1989,7,29,1989,7,29,36,NA,45000,NA,45000,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0064-BRA,1989,0064,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Ceara, Pernabuco, Alagoas, Sergipe",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1989,7,19,1989,7,19,35,NA,500000,28000,528000,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0439-BRA,1989,0439,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,Roraima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,4,27,1989,4,27,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0446-BRA,1989,0446,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,Santa Luzia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,6,24,1989,6,24,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0157-BRA,1989,0157,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Brazil,BRA,South America,Americas,"Salvador, Santo Amaro Da Purificado (Central Bahia)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,5,20,1989,5,20,69,NA,78000,NA,78000,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0061-BRA,1989,0061,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Maranhao, Piavi, Ceara, Rio Grande do Norte, Paraiba, Pernambuco, Alagoas, Sergipe, Para",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1989,4,21,1989,4,21,44,NA,NA,305944,305944,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-0362-BRA,1989,0362,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Paraiba state,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1989,4,12,1989,4,12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.749276186311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-0411-BRA,1990,0411,NA,Natural,Hydrological,Flood,Flash flood,NA,NA,Brazil,BRA,South America,Americas,"Santa Caterina, Blumenau",Brief torrential rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1990,10,14,1990,10,15,17,NA,2000,NA,2000,NA,NA,NA,NA,NA,NA,48.2187972884321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-0710-BRA,1990,0710,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Rio de Janiero,Heavy rains,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1990,4,18,1990,4,19,7,NA,800,NA,800,NA,NA,NA,NA,NA,NA,48.2187972884321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-0109-BRA,1991,0109,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Sao Paulo, Rio de Janeiro",Heavy rain,NA,NA,NA,No,No,NA,89510,Km2,NA,NA,NA,Tiente and Pinheiros,1991,3,19,1991,3,31,20,NA,17000,NA,17000,NA,NA,NA,NA,2000,3979,50.2608528318391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-0478-BRA,1991,0478,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,"Minas Gerais, Rio de Janeiro",NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1991,1,10,1991,1,18,24,NA,NA,600,600,NA,NA,NA,NA,NA,NA,50.2608528318391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-0135-BRA,1991,0135,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Brazil,BRA,South America,Americas,Northeast,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1991,4,NA,1991,4,NA,196,NA,15240,NA,15240,NA,NA,NA,NA,NA,NA,50.2608528318391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-0389-BRA,1991,0389,NA,Natural,Biological,Insect infestation,NA,NA,Mosquitoes,Brazil,BRA,South America,Americas,Tucurui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,6,19,1991,6,19,NA,NA,2000,NA,2000,NA,NA,NA,NA,NA,NA,50.2608528318391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-0013-BRA,1992,0013,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Minas Gerais, Bahia states",Heavy rain,"Slide (land, mud, snow, rock)",NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1992,2,1,1992,2,12,41,NA,19500,NA,19500,NA,NA,NA,NA,25800,49823,51.7831620380495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-0014-BRA,1992,0014,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Petropolis, Teresopolis, Barra Mansa, Nova Iguacu, Rio De Janeiro (Rio de Janeiro state)",Heavy rain,"Slide (land, mud, snow, rock)",NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1992,1,4,1992,1,5,25,NA,1000,NA,1000,NA,NA,NA,NA,NA,NA,51.7831620380495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-0076-BRA,1992,0076,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Rio do Sul, Santa Catarina, Parana states",Heavy rain,NA,NA,NA,No,No,12,NA,Km2,NA,NA,NA,NA,1992,4,1,1992,7,2,29,270,125223,NA,125493,NA,NA,NA,NA,NA,NA,51.7831620380495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-0183-BRA,1992,0183,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Mato Grosso do Sul,Heavy rains,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1992,2,24,1992,3,1,12,NA,NA,1500,1500,NA,NA,NA,NA,NA,NA,51.7831620380495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-0042-BRA,1992,0042,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Brazil,BRA,South America,Americas,"Barraguinha (Near Belo Horizonte, Minas Gerais state)",NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1992,3,18,1992,3,20,30,60,NA,NA,60,NA,NA,NA,NA,NA,NA,51.7831620380495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-0305-BRA,1994,0305,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Brazil,BRA,South America,Americas,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1994,5,15,1994,5,15,NA,NA,NA,1000,1000,NA,NA,21000,38390,70000,127967,54.7016925431883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-0160-BRA,1994,0160,NA,Natural,Meteorological,Extreme temperature,Cold wave,NA,NA,Brazil,BRA,South America,Americas,Minas Gerais,NA,NA,NA,NA,NA,NA,NA,NA,°C,NA,NA,NA,NA,1994,6,24,1994,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,475000,868346,54.7016925431883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-9207-BRA,1994,9207,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1994,NA,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7016925431883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-0301-BRA,1995,0301,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Santa Catarina, Florianopolis",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1995,12,25,1995,12,25,92,NA,NA,30000,30000,NA,NA,NA,NA,3000,5335,56.2363000218675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-0092-BRA,1995,0092,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,Salvador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,5,31,1995,5,31,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2363000218675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-0219-BRA,1995,0219,NA,Natural,Biological,Epidemic,Viral disease,NA,Dengue fever,Brazil,BRA,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1995,1,NA,1995,1,NA,2,NA,112939,NA,112939,NA,NA,NA,NA,NA,NA,56.2363000218675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-0028-BRA,1995,0028,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Brazil,BRA,South America,Americas,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,2,7,1995,2,7,42,NA,NA,2000,2000,NA,NA,NA,NA,NA,NA,56.2363000218675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-0068-BRA,1995,0068,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Near Fortaleza (Ceara state), Teresina (Piaui State)",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1995,4,22,1995,4,22,2,NA,NA,3500,3500,NA,NA,NA,NA,NA,NA,56.2363000218675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-0289-BRA,1995,0289,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Minas Gerais,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1995,12,14,1995,12,14,16,NA,NA,300,300,NA,NA,NA,NA,NA,NA,56.2363000218675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-0003-BRA,1996,0003,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Sao Paulo City, Sao Jose dos Campos",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Tiete,1996,1,1,1996,1,4,15,NA,NA,7000,7000,NA,NA,NA,NA,NA,NA,57.8847058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-0077-BRA,1996,0077,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,Salvador City,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1996,4,21,1996,4,21,26,15,NA,NA,15,NA,NA,NA,NA,NA,NA,57.8847058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-0080-BRA,1996,0080,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Brazil,BRA,South America,Americas,Recife city,Heavy rains,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,1996,4,29,1996,4,29,49,90,3000,NA,3090,NA,NA,NA,NA,NA,NA,57.8847058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-0028-BRA,1996,0028,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Brazil,BRA,South America,Americas,"Rio de Janeiro, Sao Paulo",NA,NA,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,1996,2,20,1996,2,20,96,NA,4000,NA,4000,NA,NA,NA,NA,NA,NA,57.8847058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-0077-BRA,1997,0077,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Sao Paulo,Heavy rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Ribeira do Iguape,1997,1,22,1997,1,27,20,NA,NA,5000,5000,NA,NA,NA,NA,NA,NA,59.2378657336541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-0249-BRA,1997,0249,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Santa Catarina, Parana",NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1997,10,15,1997,10,22,NA,NA,NA,20000,20000,NA,NA,NA,NA,NA,NA,59.2378657336541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-0512-BRA,1997,0512,NA,Natural,Biological,Epidemic,Viral disease,NA,NA,Brazil,BRA,South America,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1997,12,30,1997,12,30,NA,NA,25900,NA,25900,NA,NA,NA,NA,NA,NA,59.2378657336541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-0002-BRA,1997,0002,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"Minas Gerais, Rio de Janeiro states",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1997,1,6,1997,1,6,70,200,NA,37000,37200,NA,NA,NA,NA,NA,NA,59.2378657336541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-0152-BRA,1997,0152,NA,Natural,Meteorological,Storm,NA,NA,NA,Brazil,BRA,South America,Americas,Parana State,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1997,6,14,1997,6,14,3,76,600,NA,676,NA,NA,NA,NA,NA,NA,59.2378657336541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0326-BRA,1998,0326,NA,Natural,Climatological,Wildfire,Forest fire,NA,NA,Brazil,BRA,South America,Americas,"Tocantins, Para Mato Grosso, Rondonia",NA,NA,NA,NA,NA,NA,NA,14973,Km2,NA,NA,NA,NA,1998,9,11,1998,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0070-BRA,1998,0070,NA,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",NA,NA,Brazil,BRA,South America,Americas,"Alta Alegre, Amajari, Apiau, Bom-Pim, Canta, Caracarai, Iracema, Maraca, Macajai, Normandia, Pacaraima, Uiramuta municipalities (Roraima state)",NA,NA,NA,Yes,NA,NA,184,9254,Km2,NA,NA,NA,NA,1998,3,15,1998,3,15,1,NA,12000,NA,12000,NA,NA,NA,NA,36000,59843,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0148-BRA,1998,0148,NA,Natural,Biological,Epidemic,Viral disease,NA,Dengue fever,Brazil,BRA,South America,Americas,"Minas Gerais, Espiritu Santo, Paraiba, Sergipe, Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1998,5,NA,1998,5,NA,NA,NA,213932,NA,213932,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0060-BRA,1998,0060,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Sao Paulo state,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1998,3,2,1998,3,2,3,NA,5000,NA,5000,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0080-BRA,1998,0080,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,NA,NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1998,4,11,1998,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1662,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0081-BRA,1998,0081,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Macaos,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1998,NA,NA,1998,NA,NA,3,NA,32000,NA,32000,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0242-BRA,1998,0242,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,Natal,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1998,7,30,1998,7,30,7,NA,NA,2000,2000,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0332-BRA,1998,0332,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,Parana,Heavy rain,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,Iguacu,1998,10,3,1998,10,14,NA,NA,NA,8500,8500,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0591-BRA,1998,0591,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Brazil,BRA,South America,Americas,"Cortez municipality (Mata-Sul region, Pernambuco state)",The Rio Sirinhaem,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1998,11,12,1998,11,23,NA,NA,376,NA,376,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-0590-BRA,1998,0590,NA,Natural,Biological,Epidemic,Viral disease,NA,Yellow Fever,Brazil,BRA,South America,Americas,Itaituba and Floresta Municipalities (Para State) and Alto Alegre and Mucajai Municipalities (Roraima State),NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1998,2,NA,1998,10,22,13,NA,32,NA,32,NA,NA,NA,NA,NA,NA,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-9114-BRA,1998,9114,NA,Natural,Climatological,Drought,Drought,NA,NA,Brazil,BRA,South America,Americas,"Nord East, Piaui State",El Nino,NA,NA,NA,No,Yes,NA,NA,Km2,NA,NA,NA,NA,1998,4,NA,1999,NA,NA,NA,NA,10000000,NA,10000000,NA,NA,NA,NA,122000,202801,60.1574108900066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-0329-BRA,1999,0329,NA,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",NA,NA,Brazil,BRA,South America,Americas,"Mato Grosso, Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,1500,Km2,NA,NA,NA,NA,1999,9,NA,1999,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.473667176908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-0190-BRA,1999,0190,NA,Natural,Hydrological,Landslide,Mudslide,NA,NA,Brazil,BRA,South America,Americas,Salvador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,5,21,1999,5,21,25,9,NA,NA,9,NA,NA,NA,NA,NA,NA,61.473667176908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-0082-BRA,1999,0082,NA,Natural,Hydrological,Flood,NA,NA,NA,Brazil,BRA,South America,Americas,"San Pablo, San Paulo",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1999,3,NA,1999,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.473667176908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-0718-BRA,1999,0718,NA,Natural,Biological,Epidemic,NA,NA,Cholera,Brazil,BRA,South America,Americas,Paranagua (Parana state),NA,NA,NA,NA,No,No,NA,NA,Vaccinated,NA,NA,NA,NA,1999,3,NA,1999,3,31,3,NA,235,NA,235,NA,NA,NA,NA,NA,NA,61.473667176908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-0019-BRA,2000,0019,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Rio de Janeiro city (Rio de Janeiro district, Rio de Janeiro province), Sao Paulo city (Sao Paulo district, Sao Paulo province), Campos de Jordao city (Campos de Jordao district, Sao Paulo province). Volta Redonda district (Rio de Janeiro province), Barra Mansa district (Rio de Janeiro province), Resende district (Rio de Janeiro province), Pirangucu district (Minas Gerais province), Santa Rita do Sapucai district (Minas Gerais province).",Heavy rains,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,350000,Km2,NA,NA,NA,"Paraiba, Tiete, Maracana, Rio Verde",2000,1,1,2000,1,6,26,NA,NA,70000,70000,NA,NA,NA,NA,NA,NA,63.5495473431008,2,NA,8467,"Barra Mansa, Campos Do Jordao, Pirangucu, Resende, Rio De Janeiro, Santa Rita Do Sapucai, Sao Paulo, Volta Redonda (Adm2).",NA,Pirangucu - Minas Gerais,NA,NA,3150901,Piranguçu
